label,No,Date,Content
,2733,"""2016-11-28T16:15","""진짜 오늘도 현대대리점 가서 직접봤는데 안팔릴만 하더라... 얼핏보면 아반테 같음..크기도 중형차 크기로 보임... 큰아반테 ㅋㅋㅋㅋ"""
,2734,"""2016-11-28T14:58","""디젤은 좀 땡기지만 소나타 그랜져 k5 k7은 택시같아서 일단 제끼고..."""
,2735,"""2016-11-28T14:35",""""""
,2736,"""2016-11-28T13:33","""그릴이 나만 비호감인가 제네시스 크래스트 그릴로 통일하지 무슨 찌그러뜨린거같은 케스케이드라니 ㅡ ㅡ"""
,2737,"""2016-11-28T13:33","""그릴이 나만 비호감인가 제네시스 크래스트 그릴로 통일하지 무슨 찌그러뜨린거같은 케스케이드라니 ㅡ ㅡ"""
,2738,"""2016-11-28T12:39","""이번 그렌져 잘뽐혔네~ 수입차들도 울고갈만함~"""
,2739,"""2016-11-28T12:18","""이거 새로 나온다길래 고민하다 슴6 2.0gde 샀는데 잘한 선택일까요??"""
,2740,"""2016-11-28T12:08","""세타2 엔진 입니다. 안사 임마. 장사 접어. 흉기차"""
,2741,"""2016-11-28T11:52","""디젤 2000cc 생산계획 없나요?  세금과 장애인 고속도료 통행료 혜택등 수요가 많을텐데... 2200cc 힘이 넘치는데."""
,2742,"""2016-11-28T11:22","""이정도 가격에 이정도 완성도면 가성비나 기본적인 주행만족도를 고려해 봤을때 독일차 아쉬울거도 없을거 같습니다.."""
,2743,"""2016-11-28T10:30","""그리고 그랜저 망했다는 넘들은 대체 어느별에서 살다온 애들이니??  ㅋㅋ   계약만 거의 3만대 된차가 망한거면.  한달동안 만대 겨우 채운 모 중형차들은 대박 망한거니??  뭔 인터넷에서 말도안되는 선동질들을 하고 있어..  뭐 기존 차체 어쩌고 하던데..  한번 손모가지 걸고 기존 플랫홈인지 신형 플랫홈인지 내기걸수 있니??  ㅋㅋㅋ  말은 쉽게 하면서 책임지지도 못하는것들이 무슨.. 뭐가 어쩌고 저쩌고.."""
,2744,"""2016-11-28T10:28","""아직 그랜저 세타엔진 때문에 수출 어쩌고 하는 관종들 있나?? ㅋㅋㅋㅋㅋㅋㅋㅋ\n\n북미 아제라는 세타엔진 예전부터 단적이 한번도 없었는데 뭔 세타엔진 결함때문에 수출을 못해??\n\n북미 그랜저(아제라)는 모두 3.0 이상 람다엔진 달고 나간다 관종님들아. ㅋㅋㅋ\n그리고 북미에서 아제라 제외하고 중형차 이상의 현기 주력 엔진이 세타2 gdi 2.4야. ㅋㅋㅋ 그걸로 지금 문제없이 아주 잘 팔아 먹고 있단다.\n\n뭘알아야 까고 뭘좀 알고 까던가.  머리 텅텅 빈거 인증하는것도 아니고."""
,2745,"""2016-11-28T10:24","""현기차가 요즘 너무 안 팔려서 한국경제가 걱정입니다~\n그래서 좋은 생각이 있는데 한전 부지 2조에 급매하고 일단 급한불 먼저 끄세요~~~"""
,2746,"""2016-11-28T09:50","""가격 또 대략 300만원 정도 올랐네 옵션 패키지도 짜증나게 잘 묶어두고, 옵션이 전부 100만원단위ㅋㅋ 가격은 쭉쭉 올라가는군ㅋㅋㅋ"""
,2747,"""2016-11-28T09:42","""신형 그랜저 망하니깐 ㅋㅋㅋ 현기 알바들 지치고 멍때리나 보다... 조용하네 ㅋㅋㅋ자기네 언제 짤릴지 불안한가보네 ㅋㅋㅋ 취직 단데 알아봐 ㅋㅋㅋ"""
,2748,"""2016-11-28T09:24","""흉기의 고급차는 일본 미쯔비시랑 제휴했던 에쿠스 까지만...\n\n한때 미쯔비시의 지원을 받고 일본의 기술력을 워너비 헀던 흉기지만\n\n핵심 기술력은 고대로고 디자인과 가격만이 일본차를 따라잡았구나..."""
,2749,"""2016-11-28T09:19","""이쁜데 세타2엔진아닙니까?"""
,2750,"""2016-11-28T08:23","""내인생 현기차 이젠 없다...\n비록 지금은 현기차 이지만,\n차후 모델은 절대 현기차 제외다....\n씁쓸한 호갱이가....지나가다..."""
,2751,"""2016-11-28T06:32","""내 댓글 왜 사라짐? 디자인 좀 깠다고 이러는 건가ㅡㅡ"""
,2752,"""2016-11-28T03:53","""캬아~멋잇다"""
,2753,"""2016-11-28T01:27","""좃망각"""
,2754,"""2016-11-28T00:30","""ㅋㅋㅋㅋ 에쓰400쿠페유저는 웃고갑니다 그랜저는 핫바지 세상인가 ㅎㅎ"""
,2755,"""2016-11-28T00:08","""혼다 어코드 할인받으면 3천만원 초반에 사는데 ... 미국에서 한해 40만대 팔리는 혼다어코드,\n미국에서 한해 4000천대 팔려서 철수한 그랜져랑 비교불가다.. 혼다어코드사면 30만키로 까지 정비할필요도업는\n내구성과 실내공간. 고급스런외관 답이다"""
,2756,"""2016-11-27T23:17","""K7은 cmdps로 BEST 댓글이던데 그랜저도 같은 cmdps인데 BEST가 아니구나..."""
,2757,"""2016-11-27T23:08","""올해 역대 제네시스g80 ㅋㅋㅋㅋ아슬란 그랜저ig 실패작이네 ㅋㅌㅌㅌ이러니 미국서 안팔리니깐 철수하지 ㅋㅋㅋ"""
,2758,"""2016-11-27T22:54","""내가 이런 그랜져사려고 적금부었나 자괴감 들고 괴로워 ㅠㅠ"""
,2759,"""2016-11-27T22:54","""오늘 전시차보고왔습니다 사진보다는 실제로보는게 더 이쁘긴하네요 와 이쁘다 이게 아니고 생각보다 괜찮네 정도? 근데 차가 생각보다 작은거같더군요 준대형인데 쏘나타정도로 보였어요 확실히 k7이 더 큰거같네요 실내도  생각보다 좁아보였구요 저라면 같은 돈이면 이번에는 k7 가겠습니다 더 크고 실내는 압승이에요 그리고 풀첸지인데 기존 hg에 드가는 yf플랫폼 개선형이라던데 맞나요? 암튼 아슬란때문인지몰라도 준대형이 준대형같지않은 느낌..."""
,2760,"""2016-11-27T22:13","""석달을 고민햇다\n인생 최초 내 신차사려고\n그렌져 임팔라 서민6호\n고민햇지만\n\n하지만 정답은\n2017  어코드!!"""
,2761,"""2016-11-27T21:56","""한국 시장에서는 흉기 미디어대응팀으로 댓글 알바 돌려가며 흉기까면 뚜벅이 드립까지 치며 방어하려고 발버둥중. 현실은 미국에서는 세타엔진 들어간차 더 이상 팔지도 못해 출시도 못하는 그랜져"""
,2762,"""2016-11-27T21:47","""차는 참 좋은거 같은데 미국출시 안하는 이유가 매우 이상하고 수상쩍다"""
,2763,"""2016-11-27T21:32","""그랜저가더좋다하는사람 공감 K7이더좋다하는사람 비공감 투표해주세요."""
,2764,"""2016-11-27T21:29","""이거 존재 이유를 알겠구만\n 이건 단명 할 모델임. 아슬란을 그랜저로 이름 바꾸면서 lf플랫폼으로 새버젼 나올거고 이 yf플랫폼 쓴 껍데기갈기 모델은 사라질 예정임.  마치 tg 이후에 잠깐 나온 더럭셔리 처럼."""
,2765,"""2016-11-27T21:27","""LF개돼지타 만도 못한 차\n ㅋㅋㅋㅋ k7이 훨 좋은찬데 k7도 후지구만 ㅋㅋㅋㅋㅋ."""
,2766,"""2016-11-27T21:19","""베아링 키우고,  컨렉터 로드 단조로 만들면 원가가 얼마나 올라가려나?"""
,2767,"""2016-11-27T20:58","""그랜저 k7 고민하고 있었는데 매장 방문후 k7 결정 하고 계약 했습니다 겉 디자인은 거기서 거기라고 생각 했는데 실내를 보는 순간 k7만 눈에 보이더라고요 솔직히 실내 디자인은 k7 정말 훌륭합니다 옵션도 많고"""
,2768,"""2016-11-27T20:55","""이거사믄 호갱님 되는거죠?? ㅋㅋ"""
,2769,"""2016-11-27T20:23","""헐 알칸타라여?"""
,2770,"""2016-11-27T19:03","""외관 디잔인좋고\n내관 디자인구리고\n가격 엄청오르고"""
,2771,"""2016-11-27T19:00","""돈없어서사지도못하는것들이주뎅이만살아서..쯧쯧"""
,2772,"""2016-11-27T19:00","""돈없어서사지도못하는것들이주뎅이만살아서..쯧쯧"""
,2773,"""2016-11-27T19:00","""돈없어서사지도못하는것들이주뎅이만살아서..쯧쯧"""
,2774,"""2016-11-27T18:25","""분위기 보아하니 아슬란 꼴 나기 일보직전 ㅋㅋ역시나 홍보라곤  사전계약 언플 ㅋㅋ hg 사전계약 댓수가 얼만지 아냐?ㅋㅋㅋ 그놈의 허위계약 드립은 ㅋㅋ"""
,2775,"""2016-11-27T18:03","""쉐보레 차탑니다\n현기의대안은 쉐보레는아닙니다\n미션이 OOO입니다  현기나 쉐보레나 똑같아요\n\n그래도 기변하게된다면 말리부가고싶네요\n삼성차는 어때요? 주변에 삼성차타는사람이없네요..."""
,2776,"""2016-11-27T18:02","""사진만 봐서는 제네시스 늘김도 안나고 그냥 소나타를 더 닮은거 같은데?? 윗급의 차고 금액 차이도 나는데 디자인을 다르게 만들어야지 너무 비슷하게 만들었어.. 그럼 그렌져 사는 의미가 없잖아"""
,2777,"""2016-11-27T17:13","""실제로 보면 진짜 개별로더라. 디자인만 바꿔지.엔진.미션 전모델이랑 똑같고 살이유가업더라\n근데 디자인도 허불호가 갈리지만 내진짜 별로.. 고급감도 업더라"""
,2778,"""2016-11-27T16:17","""현대가 기본적인거에만 충실하면 이렇게 욕 안먹을텐데. 국민 왕대접 해주지는 못할망정 개돼지 취급하니 누가 돈내고 개 돼지 되고 싶겠니. 제발 기본에만 충실하자 엔진 바꿔서 내고 내장제 녹쓴거 확인좀 하고 응?"""
,2779,"""2016-11-27T16:17","""미국뿐만 아니라 한국에서도 잘안팔린다는 소문이 파다 한다던데 ㅎㅎㅎ2~3년도 못가고 7G 로 급하게 넘어갈듯 ㅎㅎㅎㅎ누가 딱봐도..유치원생이 봐도 급하게 차 만들었구나 라고 말하것다..."""
,2780,"""2016-11-27T16:13","""그랜저ig 망했네 ㅋㅋㅋㅋ 미국인들도 알잖아 ㅋㅋㅋ 미국인: \"" 우리가 호구여??? 완전 아반테...소나타... 달마구만 \""ㅋㅋㅋㅋ 이러니 안팔리고 철수하지 ㅋㅋㅋㅋ쪼팔려서워 ...ㅋㅋㅋ"""
,2781,"""2016-11-27T16:04","""불과 몇달뒤 중고시장에 쏟아져 나올텐데..\n차가 좋든말든 관심없어 에어백도 안터질테니 .. 엔진이야 뭐 복불복이려나... 한심하군"""
,2782,"""2016-11-27T16:00","""디자인도 중궈들이 좋아하는 스타일~ hg나 k7이 훨씬 더 낫다"""
,2783,"""2016-11-27T15:41","""근데 여기 댓글다는분들은 다 외제차타는것 처럼 말하는데 그렇게 따지면 굳이 외제차타는데 현대욕은 왜하는거죠?"""
,2784,"""2016-11-27T14:29","""공짜로 주면 정말 열심히 타면서 현대차 홍보하겠습니다."""
,2785,"""2016-11-27T14:23","""개인적으로 외형이 너무 개성이 없는듯.\n이차 저차 부분적으로 외형 베낀거 같은데\n너무 못생겼네요;;;"""
,2786,"""2016-11-27T14:17","""차들 뭐 타시는지 옆에 기재할수잇는기능잇엇으면좋겟다"""
,2787,"""2016-11-27T14:03","""기어봉이 알페온이랑 똑같다 ㅋㅋㅋㅋ"""
,2788,"""2016-11-27T14:02","""그랜저 k7 시승 해보고 두말 않고 k7 계약 했습니다 디자인도 그렇고 옵션도 그렇고 같은 가격 이라면 k7 그랜저는 실내 네비 부분이 뭔가 많이 어색하고 암튼 k7 모든 면에서 좋더라고요"""
,2789,"""2016-11-27T13:24","""여기 댓글러들 차량 등록증 같이 떳으면 좋겟다..."""
,2790,"""2016-11-27T12:50","""세타2엔진은 이미 모든 소나타에 달려있죠. 근데 왜 3.0 람다 엔진도 있는 그랜저에서 난리일까요? 오지랖 오지네요."""
,2791,"""2016-11-27T12:44","""미국시장에선 그랜저 철수검토한다던데  ...한때는 성인남자의 드림카였는데,,, 아주 오래전 예기지만..."""
,2792,"""2016-11-27T12:28","""이걸보면 소나타가 보입니다 여러분"""
,2793,"""2016-11-27T11:47","""그랜저 나름 괜찮은 브랜드임. 이름부터가 진짜 잘지었죠.\n뭐 한국에서만 통하는 고급차 전략이니 거품이니 뭐니 하지만 어쨌든 여기는 한국이니까 고급차는 맞는거죠.  \n이 급에 대안이 있는것도 아니고요..\n이름값때문에 그런지 차가 비싸보이는 효과는 확실히 있더라고요. 그 예로 영화 럭키에서 그랜저HG랑 신형 벤츠S클래스가 마지막 부분에 같이 나오는 장면이 있는데 가격은 몇배 차이날지 몰라도 포스는 그랜저가 절대 꿇리지 않더라고요. 즉 같이 있어도 이질감이 덜 느껴질정도로 역시 그랜저 명성이 이런것이구나 느꼈네요.."""
,2794,"""2016-11-27T11:20","""세타2 엔진장착이죠?"""
,2795,"""2016-11-27T10:56","""gdi엔진 계속 팔아먹으려면\n실린더내부재질 커넥팅재질 베어링재질\n다바꿔서 양심적으로 팔아주시길...\n\n구형 뉴그랜저가 지금꺼보다 엔진은 더좋은거에\n제 손목아지겁니다.\n미쯔비시에서 가따써서 성공했으면\n더 내구성에 대해서 연구해주길 바랍니다."""
,2796,"""2016-11-27T10:51","""솔직히 현기차가 타고싶고 사고싶게끔 만드는것같네요\n그런데 외장말고 내장을좀 신경써주세요\n엔진결함으로 케넥팅로드 부러져서\n엔진깨지고 당신들 가족들 태우고 다닌다는\n생각으로 만들어주시길"""
,2797,"""2016-11-27T10:37","""흉기 알바들이 흉까안티들을 대하는 자세 \""흉기까면 뚜벅이\"" -"""
,2798,"""2016-11-27T10:20","""앞쪽 오버행이 너무 길어보이는데 급경사 시작점이나  끝에서 바닥에 닿지 않을까?  소비자들 반응을 봐가면서  1년쯤 후에 구입을 고려해봐야 되겠다."""
,2799,"""2016-11-27T10:19","""역시 현기차답게 뒷모습 디자인은 씹더뻑이다. 뻑"""
,2800,"""2016-11-27T09:14","""신형 그랜저 미국에서 철수예정이란다 ㅋㅋ 하도 안팔려서. 유일하게 전세계 단 한나라 한국에서만 고급차로 인식하는 허세차 그래도 머 많이 팔리긴 하겠지 ㅋㅋㅋㅋㅋ"""
,2801,"""2016-11-27T08:55","""실물로 봤는데 별로였음.."""
,2802,"""2016-11-27T08:52","""어따 벤츠를비교해 참나... 현대 알바세기들진짜 ....가관이다 10년디에 제네시스가 좋아지면 딴브랜드는 10년디에 애자냐 ? 웃음밖에안나온다"""
,2803,"""2016-11-27T08:21","""고생하십니다.\n많이들 파세요.\n전 안사요"""
,2804,"""2016-11-27T04:33","""현기알바들 말도안되는 말로 차 커버 치느라 고생많네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  껍데기만 바꾼 쓰레기차를 누가사냐ㅋㅋㅋㅋㅋㅋ 하다못해 바꾼껍데기도 다른차 이쁜곳만 따서 왔는던 조합해보니 폭망ㅋㅋㅋㅋㅋㅋㅋ 디자인 개구려ㅉㅉ sm6가 어케 더이쁘냐ㅋㅋㅋㅋ 참고로 난 말리부탐ㅋㅋㅋㅋㅋㅋㅋ 아 존나웃기다 흉기ㅋㅋㅋㅋㅋㅋㅋ 곧 택시로 나온다는데 좀이쓰면 급발진 동영상도 나오겠넼ㅋㅋㅋㅋㅋㅋ3000주고 그 똥차를 사는 사람이 누가 있으려나ㅋㅋㅋㅋㅋ 자국민 호갱으로 보더니 시장 점유율 하락해서 많이 당황스러우셨쎼요????ㅋㅋㅋㅋㅋㅋ하하하하하하하하하하하"""
,2805,"""2016-11-27T00:47","""무섭다ㅠ 공도에서 세타엔진 현기차 끌고다니는 것들도 다 시한폭탄 안고 달리는거다.\n나만 현기 안 산다고 될 문제가 아니다ㅠ\n엔진 쇳조각 튀어서 내 차에 맞으면 누가 책임지냐?"""
,2806,"""2016-11-27T00:36","""악플많은거보니 이번에도 대박나겠네...."""
,2807,"""2016-11-27T00:19","""솔직히 요즘 그랜져는 sm6보다 아랫급처럼 보임"""
,2808,"""2016-11-26T23:49","""오늘  시승하고  왔는데\n\n가격은  더올랐고  승차감은  여전히  구리고\n\n내부인테이어는  눈뜨고  보기  창피하더라\n\n구경오는  사람도  별루없더만\n\n세타엔진  구멍나서  다이하기  싫으면  다른차 \n\n타시길"""
,2809,"""2016-11-26T23:48","""아슬란때문에 그런지 이번 세대 그랜저는 크기를 그렇게 키우지 않았네요.. 쏘나타 lf랑 비교해도 전장 말고는 전폭이나 전고는 비슷하네요;;"""
,2810,"""2016-11-26T22:26","""맥스크류즈둔 그랜저든 간에 차값을 못하는건 확실함ㅋㅋㅋ"""
,2811,"""2016-11-26T21:52","""겁나게비쌈ㄷㄷ  SUV  맥스 사는게나을듯이다"""
,2812,"""2016-11-26T21:47","""흉기차 살새끼들은 나한테 와서 한대씩존나 맞고나서 사라."""
,2813,"""2016-11-26T21:25","""그랜저 원가 공개하라......공개하라....."""
,2814,"""2016-11-26T21:17","""멍청한건지 계열사라 하청업체라 어쩔수 없는건지 몰라도 세타2엔진 결함조사에 나선 정부가 올해안엔 힘들고 내년에나 결과발표 한다는데 뭐 느끼는거 없냐? 거기다가 현대에서 왜 그랜져 수출을 안할까? 결국 센타2엔진 재고소진시키고 내년에 결함에대해 발표나오면 사과하고 신형엔진 달아서 재판매하고 수출도 하겟다는거다. 딱봐도 비디오구만 뭔 국민 호구 되려고 결함엔진 재고소진용차를 지금 사냐? 현기가 과연 결함발표 이후에 기존 세타2엔진 사용자들 리콜 제대로 해줄거 같냐? 일부 생상라인에서 문제가 잇는 엔질들이 잇다며 엔진이 터지고 구멍이 나야 결함엔진이라며 리콜해줄거다 ㅋㅋ 안 봐도 비디오~"""
,2815,"""2016-11-26T21:04","""... 그랜져는 없으면서도 있는척하고 싶어서 타는차인데 이 디자인은... 충족이 안되겠다 ㅋㅋㅋㅋ\n심각하다."""
,2816,"""2016-11-26T20:34","""택시 미터기 부분 생각하고 디자인했음?? 어떻게 딱 맞음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"""
,2817,"""2016-11-26T20:01","""오늘보고왔는데  왜 아직 2.4는세타엔진에, 3.0도 현대꺼 미션을 쓰는지 참...글고 궁금한데...생산라인에서 일하는 친구넘이 자기들은 작업공간에서 담배피고, 커피마시고, 폰게임하고 다한다던데...사실인가요?"""
,2818,"""2016-11-26T19:35","""매장가서 봣는데 LF소나타나 그랜저IG나 겁나 못생김..\r\n아반떼랑 제네시스는 이쁜데 말이지 세타엔진도 말많고..\r\n많이 팔린다는 허위광고 때문에 이미지 더 떨어진다 정말"""
,2819,"""2016-11-26T19:33","""뭐..회사 이미지나 서비스를 떠나서~~ 세타2엔진 이거 하나로 사실 게임끝아닌가.... 목숨이 9개이지 않은이상.."""
,2820,"""2016-11-26T18:57","""2.4 풀옵 60개월 올할부 견적부탁드립니다.\najapan@dreamwiz.com"""
,2821,"""2016-11-26T16:44","""전면부가 중형차 스럽다. 포스도 중형급이고.. K7보다 반등급 아래로 봐야할 듯"""
,2822,"""2016-11-26T16:08","""그렌져 IG 3달기다렸다.....어제실물을 보고 오늘 HG하이브리드 계약했네요...아진짜 왜풀체인지해서 HG급떨어지게....디자인 뒤는 그래도 괜찮은데 앞 소나타인줄알았네  포토 랑 왜 실물이랑다르지 열받게 괜히 기다렸자나"""
,2823,"""2016-11-26T14:43","""목숨에 여분이 없는 이상 세타2 엔진이 들어갔음 안사는 게 현명..현대차 말론 개선된 세타2라는데 그럼 이런 문제를 이렇게 개선했다 공개하는 게 고객에 대한 최소한의 도리."""
,2824,"""2016-11-26T14:17","""모터그래프에서 리프트 올려서 하체 보더니 HG플랫폼이 맞다던데 이거 레알?"""
,2825,"""2016-11-26T14:06","""HG보다는 디자인 진짜잘나온거 인정한다 이건반박불가다 HG가워낙 똥OOO차라서"""
,2826,"""2016-11-26T13:36","""Hg가 더 이뻐보이는건 제 눈의 착각이겠죠...?"""
,2827,"""2016-11-26T12:37","""악플러들아 차는 있냐? 말투보니 차있는 놈들 같지 않구나..  아무리 좋은 차라도 1년 이상타면 도낀개낀이다. 그때 부터 운송수단이야. 잘가고 잘 멈추면 끝이다. 레이싱 하려면 F1 레이싱카사던가.."""
,2828,"""2016-11-26T11:30","""여기도 댓글이 사라지나요? 그냥 그랜저 기사에 댓글을 달았는데, 내 글이 없어져버리는 희한한일이.."""
,2829,"""2016-11-26T11:27","""베댓글 창수야. 여기서 이러지마라..제네사면 쿠폰없고 어너스클럽 블루포인트로준다.까려면 똑바로알고해야지.중고구입자도 기간유효하면 모두된다.고발당하기전에 글 지워라.아방이에 제네로고붙이고 타는OOO 아니야?ㅋㅋ"""
,2830,"""2016-11-26T11:14","""이미지 누가 찍었냐 ㅈ같이 찍는다 진짜. 처음엔 차가 아니라 배경을 찍으려는건가 했는데 측후면 사진도 없고, 아직 다 보기도 전에 답답해서 나왔다. 부분 확대사진은 또 왜이렇게 많아"""
,2831,"""2016-11-26T10:50","""현대까는놈들 특징 : 뚜벅이임.\n뚜벅이 특징 : 현대깜"""
,2832,"""2016-11-26T10:34","""원가 공개하면 깜놀"""
,2833,"""2016-11-26T09:21","""내년 초에 도로 나가면 앞뒤좌우로 hg랑 ig 밖에 없겠군 너무 흔해서 신차효과가 없어ㅋㅋ"""
,2834,"""2016-11-26T08:48","""궁금합니다 자동차 네비 순정은120만~150만정도 사제는40만원정도 기능이나 편의 성능이 순정이 훨 좋은가요?"""
,2835,"""2016-11-26T08:37","""미국판매차량과 같은품질, 같은가격, 같은서비스 해 주라."""
,2836,"""2016-11-26T06:41","""기사보면 가관인게 한두개가 아니네..뭐 벤츠랑 아우디랑 비엠과 나란히 경쟁?? 말은 참 열심히한다...\n\n일본 도요타랑 미국차랑 함 다들 가서 보고 결정하세요..외관 100% 똑같더군요...\n\n뭐 도요타랑 미국이 현기를 카피한건지는 모르겠지만 넘 똑같아서 도플갱어인줄...\n\n뭐가 폭풍으로 팔린다는건지...나 알수가 없네..\n\n죄다 광고야 광고....현기 수준인가??"""
,2837,"""2016-11-26T05:19","""이놈에 현대차가 엔진을 뭘로 만들었는지 처음에는 잘나갔는대 10만키로넘으니까 차가 기름도 많이 먹고 고속주행하면 힘이 없습니다. 엔진이 덜덜 떨립니다. 그이유를 얼마전 소비자 리포트에서 봤내요. 참 어이가 없더군요. 더 황당한건 현대차에서 대처하는 모습을보고 정말 이건 아니다라는 생각을 했습니다. 정말 현대기아차는 정신차릴려면 한참멀었습니다. 자국민이 무슨 봉도아니고 차도 그렇고 인간도 정신상태도 그렇고 속은 다썩어비트러져있는데 예쁘게 화장만 하고 광고로 치장하면 뭐하냐 내인생에 이제는 현기차는 제외입니다.  차보다 회사를  볼렵니다."""
,2838,"""2016-11-26T03:51","""현기는 디자인은 괜찬은데 하.....2.4세타 엔진 어쩔거야ㅡㅡ 무서워서 못사겠네"""
,2839,"""2016-11-26T02:33","""직진도 안되는 현대기아차"""
,2840,"""2016-11-25T23:41","""실물 보고왔습니다. 극혐"""
,2841,"""2016-11-25T23:30","""내부를 최대한 벤츠  비슷하게 하려고 용썼구나"""
,2842,"""2016-11-25T23:13","""차급엄청떨어졌다는걸 느낀다.."""
,2843,"""2016-11-25T23:13","""솔직히 HG 뒤태가 훨씬 이쁜듯"""
,2844,"""2016-11-25T23:04","""주행안정성과 뽀대로 보면 임팔라가 최고 !!!"""
,2845,"""2016-11-25T22:37","""모터그래프 김한용기자 : 제가 현대기아차를 산다면 깡통트림을 사겠습니다."""
,2846,"""2016-11-25T22:15","""신형 무기인가요"""
,2847,"""2016-11-25T22:02","""택시는 2560 부터 일단 택시타보고 사라"""
,2848,"""2016-11-25T21:54","""//너는 지금 내수차별이라 믿고 여기까지 달려온 것이다 그렇지 않은가?? 그렇기에 내가 내수차별이 아니라고 해도 너는 믿지 않을 것이다//\n아니다!! 아니라고!! 내수차별이 없다고 한다면 믿을테니 아무일 없이 떠날테니 정체를 밝혀라!!//몽구모터스를 떠나는 것은 니 의지로 결정 될 것이 아니다.차를 보아라 보다시피 내수차별은 없으나 다른차이므로 리콜은 없으니.. 왜 두려워 하느냐?? 무엇이 두려운 것이냐..와타시다 히히히히히히 헤헤헤헤헤헤 하하하하하하~~~//"""
,2849,"""2016-11-25T20:24","""노약자나 임산부 어린이는 될수 있으면 같이 타지마라................"""
,2850,"""2016-11-25T19:55","""이차가 성나면 옥수수 뱉는다는 그 세타엔진 탑재한 그랜져인가요"""
,2851,"""2016-11-25T19:33","""세타엔진극혐"""
,2852,"""2016-11-25T19:26","""똥차를 가격만 싸가지 없게 올렸구만???\n자국민을 개 호구로 하는 쓰  레  기 현기차.....\n이런 현기차를 옹호하는 알바시끼들 대꿀빡을 도끼로 부셔버려야 한다..\n씨   벌    놈들..."""
,2853,"""2016-11-25T18:49","""그랜저엔진쓰레긴데  돈주고저차를사냐"""
,2854,"""2016-11-25T17:50","""성능이나 이런 저런 측면은 직접 안타보이 말하는 건 정말 쓰잘데기 없는 일인것 같고 외관은 그냥 부조화스럽니다. 조화롭지가 않음 전장 전고 전폭 등등 전작에 비해 소폭의 변화는 있었지만 차가 주걱턱이 된 것 같고 뒷태는 스포티함을 추구하여 젊은 층을 노린 것 같지만 그러기에 그랜져의 이미지는 맞지 않는다고 생각함. 이도 저도 아닌 부조화 그 자체의 차임. 현대 당신들은 차를 잘만드는데도 신경을 써야 했고 지금까지 만들어온 이미지를 자동차의 이름만으로 가지는 브랜드를 지켜갔어야 했는데 제네시스는 제외 아슬란 그랜져 소나타 이건 머 죽도 밥도 아니고 애매하게만 만들어 놨음 그랜져는 그 중 가장 그지같이 만든 죽임."""
,2855,"""2016-11-25T17:49","""흉기 알바놈들아 니놈들의 드림카가 그랜져였냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그놈의 뚜벅이 드립은 흉기미디어팀장의 댓글 지침."""
,2856,"""2016-11-25T17:27","""실물 오늘 처음봤는데 실물거지 ㅠ 소나타인가 하다 어 그랜져네"""
,2857,"""2016-11-25T17:17","""세타엔진 세타엔진 ㅋㅋㅋㅋㅋㅋ 문제있는 차 난 괜찮은데 이러면서 옹호하는곤 멍청한짓이지 조사발표 나기전에 빨리 중고차로 파는게 이득"""
,2858,"""2016-11-25T17:07","""모터그래프에서도 혹평이 더 많았으니 오토뷰나 모트라인 나오면 피가 나도록 까이겠네 ㅋㅋ"""
,2859,"""2016-11-25T17:03","""아쉽다..."""
,2860,"""2016-11-25T16:38","""그랜져ig신형 보고 알았다. 그랜저ig는 쏘나타같음. 아슬란이 그랜져 급. 제네시스 분리되고 아슬란 출시에 젊은층들 눈높이 상승 결국 그랜져는 쏘나타급으로 전락."""
,2861,"""2016-11-25T15:54","""여기  네이버에서 서식하는 급식충들 댓글들 보니 한심하기 그지없구나..\n그랜저는 고사하고 스파크 살돈도 없는것들이ㅋ어디서 주워들은건 있어가지고 까기바쁘고..\n댓글들 잘보면 자기들 이야기는 하나도 없고 전부  지인,아는사람,친척ㅋㅋㅋㅋㅋ\n한심하다 뚜벅충들아  ㅉㅉ"""
,2862,"""2016-11-25T13:48","""3.0사라는거네...그밑으론 문제있는차니까 니들선택에 맡기겠다는거?ㅋㅋ"""
,2863,"""2016-11-25T13:05","""집에 있는 6년된 그랜저tg 받아서 타게 되어서, 블루핸즈 정비소 가서 정비 받았는데..... 정비사가 차 리프트 띄어놓고 차 하체 한참 보더니만, 하체는 부식없네 이러더라. 6년된차 지하주차장에만 세워 뒀는데 부식있으면 이상한거지 하고 속으로 생각했었는데... 나중에 Tv보니까 현기차 하체부식 쩔더라. 지하주차장에 매일 세워두면서 자기 현대차 부식없다고 현기차 옹호하는 인간은 좀 이해 안됨"""
,2864,"""2016-11-25T13:02","""음.... 나오기전부터 고대하고 있었는데...\n실망... 이거 살바엔 K7이 더 나은듯....\n후...... 걍 중고 대형 가야겠음..."""
,2865,"""2016-11-25T12:25","""다른건 몰라도 실린더 내벽손상과 커넥팅로드 부러지는건 정말 이해 못하겠다. 자동차의 핵심중 핵심인데 그것도 제대로 못만들면서 무슨 자동차회사냐??"""
,2866,"""2016-11-25T12:07","""아...앞테가 왜 엑센트가 보이지.......그랜져명성이 아무리 바닥을 친다지만..."""
